PM25,PM10,NO2,CO,O3,SO2
31,64,19,0.893,36,5
34,59,23,0.982,40,8
37,55,18,1.016,39,6
36,68,25,1.548,31,6
30,47,22,1.041,35,7
23,47,17,0.965,34,6
20,30,15,0.887,37,5
18,20,18,1.001,35,4
18,34.6,16,1.012,31,7
16,32.05454545,19,0.954,27,6
16,17,16,0.927,24,3
16,20,15,0.892,21,7
17,18,14,0.868,23,6
17,24,14,0.873,25,5
15,27,14,0.748,32,6
16,27,12,0.807,23,6
16,29,11,0.905,29,8
16,31,13,1.019,30,8
18,33,14,1.133,28,6
21,41,12,1.106,28,7
18,36,20,1.058,28,5
16,28,26,1.168,27,6
18,34,18,1.254,28,7
22,64,26,1.312,27,6
23,70,39,1.354,22,7
23,61,34,1.383,21,5
23,30,17,1.316,35,7
29,35,13,1.519,39,7
34,40,14,1.523,37,5
33,41,19,1.447,31,6
30,41,21,2.198,31,5
30,44,16,1.565,30,3
33,51,21,1.445,25,5
33,50,21,1.356,27,4
34,59,20,1.491,27,5
38,69,18,1.389,34,8
43,86,28,1.497,27,7
43,79,28,1.51,24,3
42,81,14,1.411,46,7
41,68,18,1.41,49,7
39,58,14,1.401,46,7
37,78.5,8,1.337,49,9
32,82.04545455,15,1.838,44,5
37,63,16,1.298,40,7
36,69,20,1.276,47,8
38,110,21,1.361,39,6
41,102,35,1.412,25,5
37,108,38,1.417,24,7
33,73,33,1.391,31,5
35,86,30,1.416,15,6
34,70,26,1.379,36,5
35,57,26,1.836,39,5
36,58,27,1.408454545,30,3
44,58,25,1.252,26,6
45,58,25,1.27,14,3
47,72,33,1.32,16,3
47,91,44,1.37,17,2
47,97,44,1.43,7,5
46,78,36,1.46,16,3
52,108,49,1.52,19,3
61,73,16,1.192,48,10
60,77,12,1.032,71,10
57,60,12,0.855,69,11
51,76,14,1.087,55,8
51,76,15,1.1,56,6
44,77,18,1.265,43,5
42,79,20,1.285,41,7
34,73,19,1.186,34,4
34,45,22,1.207,28,6
38,95,27,1.243,27,6
45,80,37,1.275,26,5
42,127,47,1.307,18,6
44,104,33,1.332,27,6
46,75,27,1.346,33,5
42,66,19,1.259,28,7
39,63,19,1.204,39,6
35,47,25,1.183,34,5
30,47,20,1.18,27,8
31,47,21,1.2,22,4
41,50,14,1.21,32,6
43,58,15,1.222,40,6
44,68,18,1.282,38,6
40,42,15,1.365,39,7
42,89,14,1.374,36,5
44,78,15,1.399,50,4
48,94,12,1.435,68,5
45,84,12,1.5,70,4
42,74,13,1.522,56,6
40,65,11,1.45,46,5
41,66,13,1.351,43,4
43,73,17,1.345,46,7
43,92,20,1.365,39,3
32,66,17,1.354,29,6
30,45,20,1.35,30,4
32,47,21,1.355,26,6
35,51,22,1.387,28,5
35,57,29,1.411,27,5
36,42,20,1.297,34,6
39,62,19,1.294,30,5
33,46,19,1.878,26,4
30,41,18,1.191,33,5
30,40,18,1.181,29,5
26,49,22,1.193,27,5
24,82,18,1.318,32,6
22,33,18,1.461,35,5
20,27,17,1.514,34,8
18,27,21,1.645,36,6
22,39,25,1.773,26,6
20,39,25,1.887,28,5
21,33,22,1.806,34,6
20,39,18,1.859,37,5
19,23,16,1.829,42,7
19,48,15,1.766,31,8
20,20,15,1.618,36,5
20,46,16,1.711,29,7
20,48,16,1.753,29,5
19,62,16,2.033,21,4
18,52,26,1.841,27,4
18,59,32,1.867,20,8
19,34,38,1.902,21,6
20,46,38,1.817,15,7
27,51,34,1.867,22,5
37,59,34,1.907,17,8
48,70,25,1.946,29,9
52,76,28,1.953,22,8
52,74,28,1.985,28,6
52,64,28,1.955,27,9
52,80,28,1.932,24,9
47,69,30,1.958,23,8
47,75,29,2.055,25,7
46,83,39,2.189,22,8
44,69,36,2.179,22,7
39,57,24,1.855,30,11
40,58,24,1.87,25,11
37,68,20,1.671,45,16
34,61,18,1.61,43,11
26,57,15,1.531,38,10
24,36,14,1.465,45,8
21,26,14,1.428,32,7
17,38.72727273,13,1.387,19,6
15,18,17,1.338,19,5
16,18,17,1.35,14,3
14,18,17,1.25,25,4
14,25,25,1.508,21,7
13,41,22,1.814,23,6
13,37,23,1.247,17,6
13,22,17,1.117,21,7
14,16,19,1.677,25,8
14,27.2,28,1.192,22,7
13,28.38181818,25,1.193,21,8
14,20,25,1.2,13,7
11,18,21,1.159,21,7
12,32,25,1.187,15,6
13,43,22.36363636,1.195090909,19.09090909,6.727272727
12,31,17,1.088,18,6
12,40,23,1.168,22,6
12,25,27,1.121,14,7
11,27,17,1.067,20,6
12,30,19,1.094,19,6
11,50,8,0.947,30,8
12,37,8,0.948,25,7
13,54,10,0.936,24,8
13,27,12,0.913,23,5
13,30,15,0.922,19,6
12,14,16,0.905,16,6
12,21,19,0.97,12,7
13,48,22,1.12,14,5
14,41,24,1.084,19,9
13,45,26,0.961,18,7
13,36,20,1.049,20,6
12,18,21,0.998,23,6
12,14,17,0.925,21,7
12,14,25,0.861,16,8
12,23,17,0.974,15,5
11,18,19,0.955,20,7
11,13,20,0.994,22,7
12,16,19,0.986,23,7
12,21,17.18181818,0.972818182,22.90909091,7.272727273
12,23,26,1.055,19,6
12,22,10,0.874,26,8
12,22,10,0.856,27,9
12,13,12,1.023,34,9
12,55,14,1.198,29,7
11,21,10,1.023,44,10
11,27,12,0.902,26,5
12,33,7,1.526,23,6
11,31,11,1.184,27,4
11,46,10,0.853,20,6
11,35,16,0.741,18,7
12,28,18,0.656,21,8
12,29,15,0.653,21,7
11,38,15,0.616,22,7
11,37,18,0.631,17,6
11,21,33,0.655,19,6
10,35,28,0.646,12,6
9,25,22,1.044,17,6
9,17,31,0.484,26,10
9,20,32,0.484,15,7
10,29,28,0.479,19,5
10,22,28,0.5,11,3
9,19.63636364,21,0.705,18,7
10,16,18,0.698,16,4
10,14,18,0.71,10,3
10,12,12,0.498,19,7
10,14,11,0.37,12,4
10,12,2,0.11,24,6
11,31,6,0.11,23,6
10,21,9,0.21,26,4
10,18,8,0.25,21,3
10,34,8,0.27,19,5
10,22,10,0.27,18,7
12,20,21,0.26,16,5
12,20,21,0.26,16,5
13,32,16,0.25,20,4
13,24,20,0.27,11,4
13,15,21,0.37,10,4
14,19,29,0.39,9,3
14,57,25,0.43,10,4
13,22,17,0.65,11,3
12,18,20,0.4,10,5
12,21,18,0.39,10,5
11,13,16,0.43,15,4
11,25,16,0.47,18,4
11,16,14,0.51,16,3
11,19,15,0.61,12,3
10,36,19,0.68,13,4
10,22,17,0.94,13,5
10,27.36363636,16,0.752,21,4
10,21,28,0.925,16,5
9,41,18,0.85,16,7
8,31,14,0.76,18,7
7,48,19,0.886,24,7
8,29,21,1.109,22,6
9,32,14,1.541,26,9
9,40,14,1.097,29,6
10,30,24,0.659,27,5
10,30,21,0.454,14,6
11,36,24,0.307,12,9
11,28,26,0.186,15,7
11,63,21,0.178,18,6
11,42,21,0.035,19,5
11,35,21,0.033,34,6
11,31,16,0.166,29,6
11,68,18,0.636,25,6
11,33,16,0.035,34,10
11,12,15,0.05,13,5
11,69,19,0.05,18,4
10,38,17,0.110272727,15,7
11,32,15,0.05,20,2
11,32,15,0.05,20,2
12,25,16,0.05,20,6
12,41,20,0.05,22,3
10,34,16,0.043,28,12
10,21,24,0.171,24,3
11,13,25,0.18,14,1
8,20,17,0.141,38,7
9,13,16,0.15,29,5
8,19,16,0.007,37,5
8,30,14,0.005,38,10
8,28,9,0.0761,61,11
9,12,19,0.01,28,3
10,22,20,0.023,28,4
9,32,18,0.026,31,5
8,22,21,0.048,24,3
8,13,17,0.024372727,34,6
8,16,20,0.004,30,5
9,26,21,0.007,26,3
9,18,23,0.025,23,2
9,18,21,0.03,28,5
8,17.72727273,20,0.014,29,4
9,18,19,0.038,26,3
9,22,20,0.062,28,10
8,15,21,0.091,33,7
7,14,20,0.188,28,7
7,13,26,0.267,23,4
7,15,31,0.346,28,5
7,10,23,0.353,27,5
7,16,19,0.266,26,5
7,16,19,0.27,19,3
5,12,15,0.169,25,5
5,8,15,0.17,16,3
5,6,16,0.287,27,6
5,11,15,0.206,30,6
5,25,20,0.218,32,5
5,19,18,0.387,34,4
6,25,18,0.371,28,2
6,21,19,0.419,24,3.818181818
7,27,23,0.514,19,3
8,25,20,0.592,20,3
8,20,18,0.628,21,2
8,14,18,0.606,25,5
8,15,22,1.246,19,3
8,16,22,0.67,19,6
9,22,22,0.69,16,7
10,20,21,0.712,24,9
10,24,21,0.735,15,5
10,26,27,0.728,18,7
11,22,24,0.753,27,10
10,24,23,0.908,23,7
11,24,23,0.92,15,4
10,26,26,0.885,27,6
9,16,19,0.725,28,7
9,20,23,0.85,17,5
10,28,23,0.947,23,8
9,17,15,0.91,26,7
9,20,10,0.778,34,7
9,21,12,0.664,29,6
9,32,10,0.669,26,6
9,29,14,0.728,25,8
9,16,19,0.768,18,7
9,28,28,0.883,13,6
9,34,21,0.963,21,6
8,34,19,0.766,26,9
8,25,18,0.882,32,7
8,16,15,0.858,26,13
8,11,17,0.909,34,6
7,15,20,0.952,24,6
7,14,24,0.986,21,7
7,18,16,0.953,25,7
7,25,21,0.996,24,4
7,22,22,1.017,23,7
8,34,18,1.034,14,5
9,37,25,1.136,20,6
9,36,22,1.18,24,9
9,30,11,1.076,53,13
8,24,15,0.925,38,8
8,21,15,0.972,34,4
8,20,15,0.931,32,4
8,11,15,0.94,30,1
8,28,18,0.82,27,12
8,22,17,0.994,25,7
9,42,21,1.036,21,5
9,41,21,0.82,31,14
9,14,23,0.481,25,6
9,29,25,0.68,25,6
9,24,23,0.811,24,2
12,33,23,1.031,28,2
12,38,24,1.05,26,6
11,27,23,1.095,30,4
12,32,24,1.757,27,3
12,29,23,1.114,18,6
12,33,24,1.093,22,5
11,30,21,1.012,22,6
10,14,18,0.877,32,4
10,33,19,1.01,27,6
9,28,18,0.898,33,6
9,25,26,1.117,30,8
9,19,26,1.116,21,4
9,38,20,0.942,27,8
9,54,18,0.816,30,5
11,37,21,0.827,27,6
11,25,22,0.768,22,6
11,43,20,0.822,34,6
10,26,19,0.757,34,7
10,17,18,0.654,30,7
10,12,20,0.577,26,7
11,21,25,0.648,30,6
11,26,21,0.576,27,4
11,27,22,0.551,34,6
13,46,32,0.698,17,4
13,37,28,0.637,31,4
15,37,29,0.582,18,3
15,37,25,0.549,21,3
14,34,23,0.514,24,4
14,35,25,0.498,25,8
15,35,25,0.506,26,6
14,38,24,0.869,21,6
13,34,26,0.6,26,9
14,41,28,0.474,18,9
14,43,20,0.506,21,6
16,47,22,0.594,26,6
18,52,21,0.723,30,9
15,25,7,0.305,25,15
16,32,7,0.215,45,16
16,32,3,0.22,10,7
15,41,15,0.109,31,9
15,25,11,0.077,40,7
15,33,15,0.006,37,7
16,42,16,0.065,27,6
16,27,16,0.082,26,7
16,33,19,0.124,22,5
17,47,20,0.195,30,5
16,41,18,0.281,28,5
16,24,20,0.244,30,3
16,36,22,0.185,27,4
16,50,20,0.135,28,2
16,20,19,0.186,22,5
15,22,23,1.076,22,6
14,24,20,0.214,26,3
14,23,22,0.27,22,5
13,27,22,0.24,29,5
13,22,22,0.261,22,8
14,36,27,0.278,24,6
15,57,24,0.312,27,6
15,29,15,0.32,26,7
14,21,10,0.141,42,5
15,28,6,0.208,25,12
15,37.27272727,1,0.182,26,25
14,49,9,0.134,46,11
15,44,8,0.14,26,5
13,47,12,0.028,42,10
13,54,13,0.024,30,2
15,23,13,0.03,30,2
16,30,14,0.073,19,3
16,30,17,0.002,23,5.1
14,24,35,0.018,21,8
13,25,22,0.057,24,2
13,33,23,0.078,27,2
14,29,25,0.11,18,6
14,22,23,0.109,33,3.736363636
14,23,22,0.117,23,2
14,22,24,0.206,30,3
13,16,22,0.505,20,6
14,33,22,0.365,20,2
14,24,23,0.302,22,2
15,36,23,0.286,24,5.970707071
14,26,22,0.253,25,7.997070707
15,27,22,0.26,10,1
16,60,30,0.292,17,11.63343434
15,29,15,0.245,30,17
15,44,10,0.141,40,17
15,33,6,0.04,97,24
14,40,2,0.063,49,27
12,24,9,0.02,51,18
12,41,12,0.024,27,13
13,27,12,0.05,21,11
15,33,12.54545455,0.056333333,41.18181818,14.81818182
14,36,13,0.039761905,29,14
13,23,18,0.038511905,35,13
13,32,17,0.050956349,34,9
11,27,18,0.159356349,29,8
11,17,21,0.198538167,41,9
13,20,22,0.025,38,9
14,42,26,0.03,28,9
14,77,26,0.175,26,9
12,44,24,1.104,28,9
12,41,23,0.455,23,8
12,20,23,0.541,30,10
13,21,23,0.621,33,11
13,22,21,0.699,38,12
11,21,21,0.745,19,8
11,32,20,0.693,30,9
13,63,17,0.796,43,6
12,28,15,0.824,45,10
13,21,18,0.757,24,18
13,22,16,0.712,32,20
13,32,16,0.686,38,11
12,28,16,0.644,39,10
12,20,16,0.65,31,10
12,61,17,0.546,37,9
12,32,16,0.525,29,10
10,21,18,0.473,28,11
10,28,19,0.44,32,10
10,51,21,0.439,30,8
9,26,20,0.569,37,8
10,10,21,0.576,33,9
10,43,22,0.554,33,8
9,34,23,0.59,27,8
8,23,22,0.548,24,11
9,12,19,0.432,29,12
9,13,18,0.474,29,14
7,14,19,0.484,31,18
6,39,15,0.468,28,18
6,22.27272727,17,0.39,25,16
7,25,16,0.49,30,15
8,26,20,0.491,22,18
8,19,21,0.5,13,18
6,17,15,0.398,27,17
6,23,19,0.507,26,18
6,44,14,0.53,30,19
5,17,12.18181818,0.530909091,66.72727273,12.63636364
6,26,18,0.867,27,12
11,26,3,0.967,149,6
13,29,2,0.741,135,6
12,22,2,0.195,142,5
12,34,4,0.154,133,5
10,17,3,0.291,137,5
10,38,7,0.154,123,5
11,26,6,0.123,123,6
10,43,6,0.187,105,6
10,29,17,0.177,99,5
10,45,22,0.259,86,4
10,34,14,0.316,81,5
10,18,14,0.867,84,5
10,10,9,0.307,70,5
10,19,9,0.295,87,4
10,26,6,0.298,91,5
10,31,5,0.321,104,5
10,28,10,0.652,95,5
10,27,6,0.575,90,5
10,36,8,0.41,96,5
9,28,6,0.312,115,6
9,22,7,0.238,77,5
8,28,1,0.305,60,5
8,65,1,0.251,94,5
8,20,8,0.115,76,7
8,23,5,0.081,71,5
9,32,8.1,0.02,81,6
9,43,7,0.027,82,7
11,22,26,0.5,99.2,6
12,41,9.372727273,0.442,75.10909091,6.454545455
12,23,12,0.33,70,8
12,30,8,0.049,69,6
12,46,7,1.159,65,7
12,32,12,0.25,62,8
12,26,9,0.217,57,6
12,27,10,0.158,60,6
12,39,12,0.136,51,6
12,40,11,0.146,52,7
12,26,7,0.161,64,7
14,45,9,0.16,64,8
14,31,11,0.061,61,7
14,28,7,1.123,57,6
13,17,9,0.204,47,8
13,30.27272727,18,0.275,42,9
13,30,17,0.385,42,7
12,32,28,0.455,34,7
12,27,27,0.452,30,5
13,31,15,0.467,36,5
14,26,21,0.478,45,6
16,38,24,0.469,53,8
19,51,30,0.779,66,8
19,54,19,0.707,131,14
17,32,16,0.427,76,8
16,52,13,0.227,80,7
14,46,16,0.667,73,15
14,31,11,0.358,75,16
15,43,13,0.116,76,10
15,53,13,0.417,82,11
16,31,16,0.368666667,64,11
17,30,19,0.358944444,55,8
18,38,32,0.380935185,39,8
18,61,38,0.333257716,35,10
16,39,35,0.329134002,34,7
16,58,37,0.364656336,33,6
17,47,30,0.355932392,31,5
17,47,31,0.353810013,31,5
18,35,27,0.352954274,31,6
17,31,26,0.348290789,34,6
15,34,24,0.350796301,33,6
16,33,23,0.354406684,30,5
17,30,21,0.352698409,34,5
17,40,17,0.533708067,31,5
16,48,23,0.599981815,36,6
15,16,18,0.653320229,49,9
15,31.81818182,17,0.69559115,88,8
16,32,14,0.731973305,79,12
15,31,13,1.623,105,11
13,36,13,0.884,65,7
13,15,8,0.833,68,5
14,35,5,0.771,69,5
14,42,6,0.751,70,6
14,38,5,0.76,70,6
12,35,10,0.69,61,7
14,27,9,0.386,62,7
15,20,9,0.625,54,7
16,32,11,0.717,61,7
15,29.1,10,0.75,52,8
13,37,14,0.825,51,8
12,22,9,1.484,53,7
11,18,10,1.008,45,8
11,20,9,1.107,42,6
11,28.11,9,1.107,47,6
11,27.47363636,11,0.981,42,7
10,19,10,1.138,41,7
10,55,19,1.294,32,7
8,30,14,1.263,36,6
9,19,13,1.234,41,6
11,25,15,1.215,43,6
12,12,14,1.213,47,5
12,68,9,1.198,59,6
10,25,7,1.161,57,4
11,51,7,1.157,71,6
10,40,8,1.284,78,7
9,59,7,1.417,82,7
9,25,11,1.51,64,7
9,25,11,1.51,64,7
9,25,11,1.51,64,7
14,25,19,0.69,56,7
14,20,18,0.67,50,6
13,47,26,0.79,45,9
11,45,20,1.01,49,9
11,40,23,1.09,39,9
12,14,11,1.06,48,7
13,14,7,0.98,43,6
12,15,13,0.92,41,8
11,16,13,1.09,38,8
12,12,12,1.11,44,7
13,34,18,1.09,39,5
12,24,16,1.12,40,5
12,31,17,1.15,35,5
13,20,17,1.15,32,7
17,63,15,1.025,81,8
16,32,16,1.123,60,13
16,27,17,1.14,60,13
15,26,25,1.114,51,10
16,22,11,1.105,75,5
17,35,9,1.114,87,6
18,56,18,1.238,76,6
18,46,23,1.252,64,6
17,56,23,1.304,70,5
20,86,45,1.308,44,5
20,61,28,1.309,61,5
23,58,33,1.315,61,5
24,80,52,1.376,49,5
25,95,49,1.741,46,5
28,46,33,1.579,50,6
34,45,28,2.023,50,6
30,47,32,1.544,46,5
27,45,27,1.558,52,6
27,51,25,1.659,45,5
29,48,28,2.338,46,6
28,41,20,1.912,47,5
22,48.63636364,14,1.676,50,5
21,38,14,1.536,56,5
21,45,15,1.446,65,5
23,50,11,1.405,93,5
26,79,10,1.371,114,6
22,46,15,1.48,66,5
21,53,11,1.192,75,5
21,33,26,1.16,76,13
27,44,29,1.104,87,8
28,54,22,0.941,100,5
28,78,42,0.795,84,14
25,34,49,0.949,71,17
27,41,40,1.002,75,8
31,69,52,0.994,63,9
30,60,68,1.031,43,6
34,85,71,1.078,39,5
37,84,71,1.083,41,5
39,95,67,1.112,40,6
36,76,56,1.087,39,5
36,64,61,1.103,29,5
34,56,50,1.06,43,5
39,58,59,1.133,49,6
44,82,70,1.295,39,5
45,87,67,1.441,38,5
47,89,61,1.517,39,6
55,93,73,1.614,42,7
63,105,54,1.628,73,10
65,117,34,1.588,118,10
81,135,16,1.571,150,17
79,113,11,1.525,167,19
77,136,11,1.447,191,12
74,151,15,1.438,187,12
36,55,19,1.266,191,4
48,61,15,1.749,119,5
48,58,21,1.629,140,5
54,74,29,1.36,133,5
52,76,23,1.24,105,6
59,79,46,1.348,84,6
85,115,60,1.38,80,7
79,82,46,1.321,80,9
80,99,52,1.416,62,8
69,88,42,1.387,50,6
65,89,34,1.963,50,6
67,80,44,1.478,62,7
73,100,60,1.541,46,10
71,104,54,1.509,39,7
61,68,49,1.475,35,7
57,69,38,1.402,43,7
64,97,44,1.505,42,7
63,112,47,1.583,44,5
58,95,29,1.571,90,8
36,57,20,1.375,93,10
33,36,15,1.327,105,10
33,47,15,1.34,106,10
35,73,11,1.219,187,10
42,90,13,1.191,147,12
39,59.33333333,9,1.193,153,10
36,53,8,1.129,139,9
33,37,8,1.092,153,11
31,50.63333333,14,1.065,107,15
29,49.81515152,12,1.032,99,12
27,46,11,1.015,88,9
25,32,23,1.054,75,7
23,32,25,1.061,56,7
25,37,23,1.126,58,5
23,38,22,1.072,153,6
20,36.85189394,16,1.037,54,7
19,35.09465488,13,1.074,153,6
19,33,7,1.084,60,6
19,27,37,1.137,34,5
18,36.59465488,35,1.146,35,5
19,41.14010943,34,1.163,32,5
21,34,31,1.208,30,5
21,48,33,1.091,32,6
18,33,18,0.507,47,8
18,44,19,0.974,51,13
19,87,14,1.178,61,11
19,79,14,1.069,64,6
17,70,21,1.146,58,5
14,18,15,1.084,65,5
14,63,10,1.053,75,6
15,52,7,1.049,76,9
14,42,9,1.116,66,9
13,18,8,1.168,67,7
13,20,8,1.28,61,6
14,19,14,1.424,49,6
13,19,33,1.526,42,6
13,23,27,1.58,42,7
14,20,24,1.687,45,7
13,16,25,1.738,43,6
13,26,18,2.121,50,6
12,14,24,1.794,39,5
13,22,25,1.794,33,6
13,16,17,1.754,43,6
12,22,22,1.75,41,5
11,17,14,1.726,47,7
11,27,15,1.745,40,6
10,23,23,1.82,43,4
8,18,20,1.788,36,7
9,14,16,1.744,47,6
10,20,20,1.709,45,6
10,12,20,1.72,44,6
6,30,12,1.62,54,4
6,17,11,1.63,54,4
4,26,4,1.672,56,5
4,41,15,1.651,53,5
4,26,7,1.666,59,5
4,19,9,1.69,56,6
4,15,10,1.748,54,6
4,24,24,1.749,42,7
6,34,26,1.837,52,6
8,56,28,1.891,54,7
8,57,28,1.91,48,6
9,38,29,1.826,37,6
8,21,28,1.81,61,5
9,23,24,1.844,29,7
9,29,26,1.833,38,6
8,23,22,1.807,44,6
7,20,19,1.774,44,7
6,19,15,1.771,51,7
6,19,19,1.755,48,6
6,52,20,1.737,49,6
5,45,16,1.74,61,5
5,29,13,1.709,56,6
5,18,7,1.628,53,6
5,36,12,1.554,54,13
5,28,8,1.523,53,10
6,15,6,1.46,52,7
6,18,5,1.425,62,8
6,32,8,1.437,62,7
7,29,9,1.393,56,7
7,27,5,1.384,62,6
8,32,10,1.367,54,10
7,20,11,1.355,52,10
7,19,10,1.356,47,8
7,30,16,1.406,50,9
7,38,20,1.435,45,9
7,41,18,1.434,52,11
7,17,22,1.981,52,9
7,25,23,1.481,40,13
6,26,26,1.49,44,11
6,19,23,1.29,47,11
6,18,21,1.515,45,8
6,24,15,1.533,44,7
7,35,19,1.557,37,6
8,47,24,1.657,35,6
8,39,22,1.659,41,9
9,38,18,1.542,46,8
9,49,13,1.562,56,8
8,37,9,1.475,63,6
9,17,7,1.617,65,5
8,26,7,1.799,67,8
9,26,6,1.45,67,7
8,41,9,1.406,63,8
9,22,11,1.328,51,8
9,21,14,1.3,62,10
9,15,15,1.31,52,9
10,18,15,1.304,52,8
11,13,18,0.945,39,9
10,33,14,0.955,40,8
10,31,30,1.328,33,8
10,30,36,1.426,41,6
10,26,30,1.491,39,7
10,22.09090909,25,1.531,42,9
9,15,27,1.631,42,7
9,16,28,1.732,33,6
8,15,24,1.784,67,6
9,18,24,1.832,39,6
9,28,21,1.901,39,5
10,37,24,2.058,34,7
10,23,16,1.932,41,9
9,37,16,1.954,42,6
8,18,12,1.884,53,6
8,27,8,1.842,64,6
8,16,8,1.808,67,5
8,27,6,1.724,67,6
8,41,8,1.75,63,7
8,19,10,1.946,61,7
8,17,12,1.904,64,9
8,26,15,1.935,56,6
8,17,17,1.834,58,7
8,22,24,1.748,45,6
7,18,26,1.586,46,7
7,26,21,1.477,49,7
6,26,13,1.39,49,8
6,26,18,1.333,41,11
6,31,25,1.811,67,11
6,30,19,1.283,67,9
6,7,13,1.252,67,7
5,10,17,1.253,67,9
4,9,11,1.289,67,7
4,16,21,1.337,67,6
4,18,22,1.364,67,7
4,20,19,1.294,67,8
4,14,10,1.235,67,8
4,25,8,1.213,49,6
4,24,11,1.149,67,6
4,40,6,1.134,55,7
4,35,5,1.084,61,6
5,33,10,1.066,64,9
5,24,5,1.055,59,7
5,17,9,0.885,64,7
8,39,12,0.757,62,8
10,32,14,1.078,59,12
13,42,6,1.445,63,7
14,19,18,1.148,57,11
14,56,21,1.055,44,10
14,30.25,19,1.171,50,8
14,23,20,1.328,52,7
14,14,15,1.25,47,7
14,30.70833333,13,1.157,38,7
14,30.2797619,15,1.116,45,6
14,32.5297619,14,1.233,39,8
14,28.08531746,17,1.383,50,9
14,27.26031746,18,1.461,44,9
14,27.35122655,17,1.509,49,7
14,39,14,1.573,46,7
14,37,19,1.616,40,6
14,16,12,1.447,54,6
14,22,13,1.308,54,7
14,24,11,1.224,67,8
14,24,10,1.127,62,11
12,23,9,1.14,62,11
48,24.33333333,7,0.914,70,8
51,22.22222222,8,0.989,73,8
52,23.25925926,10,1.096,67,8
51,29.83068783,11,1.174,55,6
50,37.33068783,10,1.209,47,6
50,41.66402116,12,1.294,47,5
51,42.56402116,12,1.31,45,4
51,43.26099086,18,1.553,52,8
57,68,31,1.696,41,7
60,84,31,1.727,37,6
44,63,27,1.756,42,7
15,32,14,2.215,49,7
16,32,26,1.815,47,8
14,14,20,1.853,42,8
16,51,29,1.899,45,9
17,33,26,1.924,49,7
19,52,30,2.007,44,7
20,39,29,2.017,46,7
18,34.90909091,17,1.978,47,6
17,35,12,1.97,55,5
16,41,11,1.99,59,6
14,37,9,1.999,65,6
13,28,10,1.965,52,5
17,22,8,2.004,66,6
17,20,9,1.989,55,6
17,19,8,1.941,62,8
16,36,6,1.922,69,6
14,36,5,1.912,64,9
15,36,7,2.702,61,7
15,25,10,2.094,50,8
14,33,9,1.967,56,7
12,50,8,1.931,71,6
10,43,6,1.901,56,9
9,24,4,1.963,52,9
10,10,6,2.059,65,8
10,12,7,2.15,55,7
10,13,7,2.192,49,6
9,16,6,2.31,56,6
9,18,7,2.136,57,8
8,18,7,2.34,58,7
7,57,7,2.351,58,7
7,27,7,2.391,64,7
7,22,10,2.406,65,7
7,35,7,2.405,65,6
6,27,10,2.414,62,7
6,27,11,2.442,55,6
7,19,10,2.416,61,7
7,37,12,2.39,65,6
7,35,9,2.366,64,8
7,11,13,2.381,53,6
8,33,8,2.38,54,6
7,13,17,2.3455,63,5
7,13,17,2.310772727,63,5
7,9,15,2.32,69,4
7,24,21,2.38,49,5
6,25,14,2.24,55,4
6,34,11,2.14,64,6
6,37,11,2.06,50,5
6,38,13,2.02,53,6
6,12,9,1.92,61,5
7,35,9,1.959090909,52,5
8,35,10,1.79,52,5
8,27,11,1.76,53,6
9,26,12,1.77,51,4
8,27,13,1.76,62,4
9,27,11,1.71,51,5
9,18,14,1.69,53,6
9,37,14,1.64,54,4
9,36,11,1.62,53,4
10,21,10,1.54,57,5
10,35,12,1.53,55,6
11,38,8,1.51,58,5
11,18,6,1.47,55,6
11,18,9,1.45,55,4
11,24,8,1.36,59,5
11,28,10,1.544,51,7
12,33,12,0.854,51,6
12,26,11,0.838,55,6
12,40,12,0.793,55,7
12,38,11,0.761,49,7
12,35,10,0.698,51,7
12,20,10,0.669,45,6
12,18,6,0.578,45,7
12,26,6,0.565,61,7
11,26,7,0.56,52,7
11,17,8,0.548,49,7
10,30,11,0.555,48,8
10,39,18,0.542,55,6
9,17,8,0.498,58,5
9,37,16,0.506,45,6
9,39,9,0.505,40,7
10,17,6,0.476,49,6
10,39,8,0.465,49,6
12,28,12,0.86,51,6
11,16,4,0.45,58,4
11,22,4,0.41,64,4
11,15,4,0.35,59,4
11,40,5,0.42,64,4
12,20,3,0.65,75,5
12,20,3,0.65,75,5
12,20,3,0.65,75,5
13,37,11,0.838,72,10
14,31,11,0.82,74,12
14,32,10,0.766,52,8
14,35,16,0.835,46,7
15,30,13,0.791,52,9
15,37,18,1.267,61,8
16,29,17,0.81,49,8
16,28,14,0.806,60,10
15,22,15,0.787,57,9
15,26,11,0.772,60,9
16,23,11,0.838,49,9
19,57,16,0.969,50,8
19,60,15,1.041,63,7
19,41,11,1.054,85,6
20,32,8,1.072,83,7
21,46,9,1.144,92,7
22,45,9,1.107,92,7
20,32,8,1.04,105,7
19,38.63636364,5,0.982,106,8
17,25,5,0.98,80,6
16,34,7,0.99,81,10
14,39,10,1.033,75,9
14,38,21,1.029,61,14
14,33,10,1.299,83,8
14,38,20,1.373,59,10
14,35,27,1.266,52,11
15,63,48,1.294,28,7
16,42,46,1.325,37,8
17,62,44,1.363,39,7
18,54,39,1.404,52,7
18,25,30,1.433,45,7
18,34,30,1.476,43,9
18,38,32,1.518,49,8
17,35,30,1.559,46,8
18,41,28,1.599,47,8
18,48,25,1.615,48,8
20,52,29,1.673,52,8
24,67,38,1.742,49,11
26,85,49,1.739,60,21
