PM25,PM10,NO2,CO,O3,SO2
43,85,49,1.004,61,4
46,84,51,1.026,69,4
50,108,72,1.089,56,5
47,93,49,1.518,93,7
51,59,29,1.265,132,6
46,67,20,1.14,167,6
50,93,15,1.095,200,8
53,92,15,1.25,225,8
50,89,14,1.109,213,8
48,97,11,1.095,204,7
44,87,10,1.096,180,6
44,82,16,2.277,169,5
45,87,20,3.203,163,5
43,110,52,2.786,107,5
35,78,43,2.778,86,3
36,67,45,2.257,68,2
38,59,41,2.289,70,4
38,70,58,3.055,47,3
40,60,53,2.526,42,4
44,88,60,2.162,34,4
43,116,98,1.857,12,27
40,82,80,1.998,19,15
42,69,87,1.883,17,10
41,70.81818182,37,2.024,46,7
40,88,28,1.621,51,10
37,69,30,1.305,47,7
35,51,28,1.127,55,7
24,49,20,1.024,60,2
21,37,21,1.011,58,2
19,44,23,1.064,58,2
17,30,17,0.997,65,1
22,79,22,1.136,91,2
20,51,13,1.285,114,2
22,57,19,1.234,121,4
41,96,53,1.694,150,15
46,114,87,1.246,115,29
46,77,77,1.239,117,22
70,135,56,1.877,151,19
73,87,43,2.099,142,13
62,93,29,2.325,130,10
76,108,57,1.874,91,13
82,88,46,2.106,81,11
76,76,31,1.944,86,11
58,115,26,1.75,89,10
24,43,6,1.374,100,4
27,78.55555556,10,1.431,93,4
36,58,6,1.555,114,3
33,66.75555556,13,1.814,91,2
38,61.84646465,19,1.782,74,2
36,74,26,1.754,62,3
31,52,44,1.764,45,8
24,49,38,1.501,48,9
23,34,36,1.361,53,12
21,34,36,1.35,53,12
26,38,19,1.243,97,8
25,40,15,1.291,109,8
18,21,11,1.289,96,5
15,28.81818182,12,1.249,89,4
13,15,9,1.138,81,3
12,30,16,1.142,68,4
12,23,22,1.179,57,6
11,14,22,1.2,56,6
13,19,39,1.39,39,3
13,26,42,1.417,22,3
14,21,35,1.397,29,3
15,16,30,1.418,36,2
14,19,32,1.719,39,4
14,16,35,1.671,35,5
14,22.54545455,38,1.623,37,6
13,30,17,1.313,48,5
11,30,16,1.33,48,4
12,16,5,1.246,52,3
12,15,7,1.246,44,3
12,40,17.54545455,1.275181818,49.45454545,4.545454545
13,42,18,1.341,45,9
12,32,16,1.182,49,4
12,46,16,1.165,57,5
12,39,15,1.062,64,3
12,30,10,0.848,65,3
13,42,10,1.046,59,3
13,32,17,1.179,59,4
11,28,12,1.107,60,2
11,39,10,1.689,74,3
11,29,10,1.117,68,2
11,20,16,1.151,63,3
12,30,21,1.196,54,3
12,38,23,1.184,49,3
10,24,21,0.983,47,3
9,27,36,1.174,31,12
9,23,22,1.275,47,3
10,12,28,1.876,30,4
10,10,28,1.54,31,1
10,25,17,1.589,42,2
10,19,21,1.359,34,3
9,50,19,1.148,47,6
9,26.45454545,8,1.15,61,2
7,8,9,1.323,53,2
7,34,20.36363636,1.217090909,44.54545455,4.545454545
7,31,37,1.294,30,9
8,28,43,1.258,22,11
8,51,23,0.821,48,7
8,32,10,1.105,61,3
12,30,9,0.801,61,4
14,27,11,1.287,64,2
15,35,11,1.21,62,2
13,34.81818182,10,0.425,53,3
14,36,10,0.4,49,3
14,28,13,0.388,45,4
12,64,12,0.433,40,3
11,20,18,0.53,39,2
12,32,37,0.49,19,9
12,42,38,0.583,17,3
12,26,41,0.595,12,6
12,42,29,0.643,21,2
11,26,24,0.555,33,3
11,17,20,1.253,34,4
11,15,17,0.697,33,3
11,33.45454545,19,0.631,35,4
11,28,19,0.668,26,4
10,26,20,0.72,26,4
11,31,7,0.541,44,2
10,59,24,0.598,27,2
9,56,24,0.65,27,2
10,37,26,0.529,24,3
10,25,24,0.402,27,11
10,24,17,0.345,49,10
11,40,22,0.393,53,17
10,29,22,0.44,52,18
11,13,33,0.28,44,35
11,28,19,0.363,61,10
11,44,15,0.359,52,4
12,44,25,0.424,46,4
12,18,26,0.403,51,2
12,27,28,0.478,39,2
13,37,36,0.491,33,2
13,47,32,0.538,38,3
14,21,23,0.551,45,3
14,22,28,0.503,35,3
13,25,23,0.421,37,5
12,27.63636364,23,0.489,34,4
13,23,27,0.588,22,3
12,17,21,0.543,29,3
11,23,21,0.47,30,3
11,15,15,0.498,38,4
11,47,17,0.449,41,6
11,38,21,0.447,39,3
11,51,30,0.523,26,2
12,14,24,0.369,36,2
12,73,30,0.438,25,1
13,37,43,0.494,16,2
13,40,41,0.402,19,1
14,52,37,0.478,27,1
14,46,42,0.494,21,2
14,37,40,0.492,29,19
14,48,27,0.431,41,7
14,31,24,0.406,36,4
14,31,35,0.414,27,3
14,28,38,0.468,19,4
13,40,41,0.433,17,5
13,17,39,0.491,18,3
14,27,32,0.573,23,3
13,17,26,0.394,32,2
13,24,18,0.455,37,2
12,21,13,1.218,37,1
12,24,11,0.341,41,1
13,34,14,0.519,39,2
14,18,8,0.44,44,1
14,16,7,0.421,47,1
13,32,9,0.465,40,2
14,40,13,0.538,39,2
15,46,24,0.49,30,1
14,46,24,0.54,30,2
13,29.45454545,48,0.686,20,1
14,26,56,0.697,20,1
12,18,56,0.75,19,1
18,28,49,0.799,43,1
17,22,49,0.86,43,1
15,32,34,0.518,54,3
15,32,40,0.512,46,5
16,43,51,0.599,38,5
16,25,62,0.773,31,3
18,33,58,0.599,31,2
19,31,53,0.728,29,2
18,42,49,0.639,31,2
14,27,35,0.74,45,1
15,15,50,0.706,25,1
16,42,63,0.7,10,2
16,56,54,0.658,18,4
13,16,17,0.459,45,2
13,15,10,0.555,53,1
12,22,14,0.441,47,1
10,16,9,0.403,49,1
8,8,8,0.459,53,2
8,11,22,0.456,33,2
9,18,40,0.574,27,2
9,14,52,0.648,19,1
10,18,53,0.765,22,1
9,20,46,0.589,21,1
7,20,46,0.64,21,1
11,34,47,0.873,25,1
9,27,47,0.92,25,1
8,22,43,0.76,25,2
8,8,48,0.65,28,6
7,9,37,0.67,38,4
7,9,37,0.67,38,4
7,9,37,0.67,38,4
8,25,63,0.71,17,16
7,23,65,0.71,15,10
8,28,59,0.71,15,5
9,35,55,0.75,15,4
11,35,49,0.79,14,4
11,35,49,0.79,14,4
11,16,54,0.72,16,11
12,17,52,0.68,18,9
12,26,49,0.73,15,6
11,22,43,0.69,17,3
11,15,42,0.68,16,3
11,27,36,0.68,20,3
11,27,33,0.63,23,3
9,12,35,0.6,32,1
9,35,41,0.67,35,1
8,30,39,0.58,30,3
9,24,28,0.53,34,1
9.909090909,25.72727273,31,0.37,36.63636364,3
10,24,27,0.406,41,2
11,31,27,0.387,47,4
10,17,25,0.358,50,4
10,11,19,0.349,57,2
11,45,36,0.4,34,9
10,21,52,0.57,28,12
12,52,59,0.733,19,4
12,32,59,0.645,19,4
11,46,47,0.622,21,3
12,34,48,0.563,15,1
11,12,24,0.562,36,1
10,28.7,24,0.582,37,1
9,18,28,0.574,35,1
8,29.24545455,20,0.462,41,1
9,21,31,0.57,28,2
8,21,30,0.497,32,1
8,30,37,0.545,26,2
9,40,34,0.641,25,2
11,39,35,0.642,26,2
14,63,42,0.704,27,2
15,44,46,0.653,24,2
12,20,27,0.443,38,2
12,22,26,0.467,39,1
11,15,31,0.497,36,1
10,13,31,0.55,36,1
11,25,42,0.474,27,7
12,29,36,0.509,28,4
12,29,38,0.475,32,8
12,25,38,0.457,22,6
12,24,43,0.581,25,5
11,37,45,0.587,15,3
11,32,51,0.585,10,5
12,32,53,0.643,6,7
13,19,51,0.538,5,8
13,15,50,0.67,8,7
15,26,48,1.173,8,6
17,39,45,0.739,12,4
16,31,42,0.668,12,4
16,33,39,0.645,9,4
15,31,31,0.593,17,3
13,13,17,0.442,29,3
11,23,12,0.443,41,2
11,34,30,0.671,17,2
12,36,43,0.666,12,1
13,50,42,0.695,13,2
11,35,36,0.556,20,1
12,34,24,0.492,37,1
12,28,38,0.579,25,2
10,24,35,0.471,22,3
9,20,32,0.609,23,2
10,53,39,0.654,20,7
10,38,39,0.646,22,4
12,39,48,0.693,12,8
13,23,51,0.745,10,6
13,28,50,0.738,12,5
15,42,44,0.674,12,4
14,55,44,0.678,9,5
14,45,46,0.845,10,14
15,40,46,0.712,12,13
15,35,46,0.647,10,11
16,29,42,0.696,12,8
15,36,36,0.622,15,4
16,27,24,0.609,30,2
17,44,32,0.62,21,1
18,54,41,0.596,13,2
17,75,38,0.631,16,4
25,96,42,0.678,22,4
19,31,29,0.565,35,3
17,39,15,0.48,50,2
15,36,10,0.454,56,2
14,26,10,0.51,56,2
12,31,10,0.383,58,2
12,54,11,0.396,58,4
12,69,17,0.438,60,6
12,45,17,0.456,61,6
12,78,20,0.475,64,4
12,61,23,0.495,54,3
14,33,31,0.542,47,2
16,38,30,0.528,34,2
16,51,34,0.587,30,5
16,52,42,0.591,23,12
16,43,45,0.599,16,16
16,24,42,0.65,18,12
15,31,25,1.144,28,7
15,22,24,0.626,30,8
16,28,25,0.622,28,8
16,19,29,0.591,27,11
17,30.63636364,33,0.613,25,14
17,25,28,0.552,28,7
15,52,14,0.649,38,2
15,44,25,0.728,35,2
15,30,21,0.532,41,2
13,19,15,0.475,51,4
14,39,18,0.457,54,7
14,24,15,0.409,62,4
13,18,15,0.46,61,4
14,46,34,0.449,47,11
12,39,27,0.495,56,10
12,41,27,0.54,47,4
14,80,31,0.527,64,10
14,52,35,0.537,63,5
15,25,34,0.626,54,4
15,34,40,0.639,35,6
14,54,49,0.644,26,6
15,46,50,0.736,18,5
15,32,50,0.66,20,6
16,30,51,0.691,19,8
16,23,51,0.759,20,17
16,28,50,0.838,19,23
17,34,46,0.718,17,22
16,25,43,0.657,16,18
18,39,41,0.684,13,13
19,31,36,0.672,17,8
21,67,32,0.647,18,12
19,36,32,0.678,20,10
18,19,26,0.725,27,9
20,26,27,0.71,34,7
19,25,21,0.603,48,4
18,61,24,0.521,48,6
17,46,29,0.535,52,9
16,41,26,0.515,67,10
15,31,26,0.57,68,10
16,34,33.27272727,0.566818182,48.36363636,10.36363636
17,29,35,0.501,58,20
16,39,42,0.543,53,15
15,22,43,0.546,43,9
16,46,50,0.627,30,14
15,42,43,0.564,31,10
15,37,46,0.712,28,8
15,16,53,0.614,17,22
16,27,49,0.67,20,21
16,25,45,1.314,22,12
20,43,40,0.704,24,6
20,49,33,0.705,19,3
16,20,27,0.707,17,3
15,26,28,0.657,24,2
15,23,24,0.685,23,2
15,31,20,0.609,28,2
14,28,22,0.683,27,4
14,18,17,0.667,35,2
15,29,17,0.643,40,3
16,33,23,0.608,47,3
14,60,24,0.591,39,6
13,20,22,0.599,55,4
11,16,22,0.66,55,4
12,24,12,0.551,45,2
12,38,17,0.563,40,2
12,39,20,0.568,35,1
12,23,20,0.543,31,2
10,44,18,0.541,28,1
9,19,25,0.638,19,2
9,39,28,0.687,15,2
10,24,27,0.631,18,2
11,64,23,0.647,24,1
9,53,22,0.672,21,1
9,12,18,0.708,27,1
9,16,15,0.691,30,1
8,27,16,0.627,21,2
7,7,19,0.642,23,2
7,20,13,0.634,28,2
7,24,11,0.603,30,2
7,31,17,0.661,29,2
6,26,18,0.72,29,1
8,25,26,0.608,26,1
7,11,20,0.536,38,1
8,40,26,0.558,37,1
7,55,24.45454545,0.590181818,35.90909091,2.363636364
7,48,32,0.448,42,1
8,45,33,0.566,36,1
8,40,34,0.636,40,1
10,27,28,0.573,44,5
11,35,24,0.583,44,10
11,32,27,0.615,37,8
11,39,33,0.677,34,10
11,63,45,0.78,13,8
12,33,50,0.784,12,3
14,24,46,0.794,13,1
15,35,44,0.771,12,2
13,29,36,0.803,13,1
12,12,22,1.348,25,1
12,12,17,0.733,26,2
11,14,14,0.729,31,2
10,23,15,0.694,29,2
9,19,14,0.717,34,2
9,18,13,0.685,31,2
9,31,25,0.712,21,1
9,29,29,0.691,19,1
9,52,31,0.717,20,1
9,31,39,0.765,16,1
9,44,39,0.644,18,2
8,31,35,0.69,22,3
10,19,31,0.633,34,3
10,42,21,0.647,44,3
9,15,19,0.618,49,2
9,31,16,0.618,47,2
9,44,25,0.75,33,1
10,23,46,0.919,19,1
12,23,45,0.906,14,2
12,19,42,0.797,21,2
12,19,42,0.764,22,2
12,36,40,0.8,22,2
14,29,44,1.027,22,2
14,29,43,0.893,16,3
13,24,43,0.795,17,8
13,27,39,0.856,17,8
13,33,31,0.832,19,7
13,31,33,0.821,21,6
15,56,33,0.812,16,4
17,68,30,0.896,25,2
19,38,33,0.853,28,3
16,25,24,0.747,35,3
15,37.18181818,21,0.655,42,4
15,38,20,0.614,48,4
14,37,14,0.667,62,3
14,25,12,0.642,65,3
13,35,13,0.664,63,5
13,23,12,0.668,63,3
13,28,15,0.665,55,4
13,57,19,0.664,51,2
15,51,27,0.722,40,2
17,54,28,0.75,36,2
18,32,25,0.76,33,2
16,52,29,0.785,27,3
16,35,27,0.822,26,2
17,35,25,0.748,21,3
15,32,18,0.949,32,3
15,25,17,0.82,32,3
15,28,19,0.8,29,4
14,24,21,0.818,27,4
14,40,11,0.752,41,3
13,22,11,0.761,45,4
13,30,16,0.799,41,7
14,28,29,0.795,25,12
15,43,32,0.702,37,14
15,35,27,0.626,39,12
15,24,21,0.681,54,10
16,32,21,0.651,72,11
17,44,15,0.61,91,7
16,26,14,0.649,81,4
14,15,11,0.643,58,3
14,33,12,0.661,52,3
13,32,12,0.677,46,3
12,57,15,0.696,39,3
12,44,18,0.741,35,4
13,50,40,0.777,20,14
13,44,40,0.773,20,11
14,57,39,0.889,17,3
13,27,33,0.808,19,3
14,30,30,0.86,19,3
12,28,30,0.91,19,3
13,16,30,0.821,20,5
14,23,19,0.787,31,4
12,20,13,0.794,38,3
12,26.81818182,18,0.727,25,5
13,46,20,0.83,23,4
13,27,20,0.772,23,3
13,30,23,0.802,25,4
13,27,21,0.788,30,4
13,21,17,0.708,39,5
13,16,17,0.688,47,4
12,28,11,0.676,53,2
12,39,9,0.671,57,2
11,29,8,0.682,54,2
10,40,40,0.688,38,19
9,127,15,0.661,45,2
8,78,15,0.7,45,3
8,67,26,0.728,41,3
8,39,28,0.764,26,2
10,32,27,0.804,28,2
11,48,26,0.807,29,3
12,30,27,0.834,29,3
12,20,26,0.785,34,4
12,20,16,0.983,40,2
12,21,12,0.805,43,2
12,19,11,0.801,43,2
12,23,10,0.754,44,3
12,13,7,0.758,41,2
12,22,7,0.795,43,2
12,38,15,0.821,33,2
12,30,19,0.786,25,4
12,23,20,0.782,36,6
14,40,25,0.796,40,8
11,44,21,0.758,48,8
10,32,18,0.741,61,7
12,39,13,0.722,62,4
12,26,10,0.715,65,3
11,32,11,0.701,54,3
10,56,11,0.706,51,3
9,31,15,0.72,64,5
8,33,22,0.741,42,3
9,33,29,0.794,35,3
11,60,33,0.796,30,4
12,23,32,0.781,25,6
12,22,24,0.836,28,3
13,34,28,0.853,25,3
12,53,21,0.787,27,4
11,27,21,0.829,29,4
12,19,27,0.846,29,6
11,14,15,0.843,36,3
10,18,11,0.803,36,3
10,29,10,0.802,37,3
10,28,12,0.848,34,3
11,45,18,0.817,29,2
11,30,20,0.813,27,6
11,33,27,0.844,26,7
12,34,25,0.855,29,3
11,26,18,0.807,41,3
10,11,18,0.86,41,3
10,37,12,0.79,66,2
12,41,12,0.776,98,3
14,104,22,0.78,108,9
15,61,32,0.816,131,15
16,64,29,0.889,150,14
16,87,32,0.887,123,7
16,61,32,0.968,92,6
17,55,31,0.95,73,5
19,47,50,1.039,54,5
21,50.63636364,39,1.03,69,9
22,30,39,1.09,66,8
21,40,45,1.02,60,7
20,21,37,1.301,61,7
20,42,27,1.15,63,8
21,49,37,1.062,43,10
17,84,22,0.926,38,9
19,39,28,1.001,43,10
20,38,27,0.992,55,4
16,46,31,1.02,48,2
15,27,49,1.059,34,1
17,48,50,1.129,36,2
26,67,51,1.017,50,3
28,72,53,0.979,84,3
15,37,50,1.18,36,2
27,78,75,1.076,55,21
22,60.72727273,61,1.159,48,1
18,73,57,1.134,39,1
22,52,81,1.194,21,1
21,56,81,1.235,22,1
22,79,83,1.289,21,1
23,79,90,1.393,13,1
26,80,88,1.377,15,2
29,81,92,1.489,10,1
30,63,84,1.498,11,1
32,65,79,1.457,10,2
39,87,79,1.624,14,3
40,80,73,1.657,17,3
33,37,59,1.535,17,2
32,51,71,1.454,15,5
47,92,71,1.398,14,7
43,78,64,1.399,13,5
36,51,61,1.403,15,4
39,73,61,1.397,12,5
38,62,66,1.44,15,6
45,98,72,1.523,21,8
50,118,90,1.455,33,9
49,113,90,1.51,33,9
53,64,67,1.45,107,16
66,124,51,1.44,167,17
47,87,97,1.42,59,3
36,96.6,65,1.4,102,2
56,90,85,1.488,128,8
49,131,64,1.437,138,11
74,90.14545455,63,1.482,134,10
62,67,70,1.487,84,9
69,74,79,1.474,57,15
70,88,77,1.493,44,14
58,83,78,1.514,32,12
57,87,96,1.539,19,8
63,121,104,2.123,16,8
64,98,96,1.56,15,8
64,80,87,1.521,12,10
66,100,85,1.531,17,7
69,118,83,1.522,18,5
62,89,78,1.588,17,7
62,83,71,1.538,21,8
71,94,76,1.64,35,8
84,142,93,1.549,66,9
86,114,86,1.523,129,9
76,125,73,1.46,164,12
74,125,72,1.51,165,12
29,31,20,1.246,164,6
27,63,20,1.224,126,9
28,38,20,1.198,140,11
25,42,27,1.18,125,15
24,84,24,1.119,164,6
30,79,32,1.173,175,8
27,64,47,1.171,119,10
26,61,60,1.202,69,6
32,73,52,1.19,85,10
36,79,66,1.225,55,13
33,47,63,1.172,39,9
24,30,42,1.147,175,9
19,58.77777778,29,1.087,38,10
16,29,21,1.087,175,7
16,55.07777778,16,1.089,44,5
16,54.98686869,25,1.114,28,3
22,73,38,1.056,27,3
23,73,40,1.084,17,3
22,59,41,1.131,17,2
17,29,22,1.049,45,2
16,72,36,1.119,32,2
15,34,33,1.163,34,2
15,71,30,1.005,46,4
16,47,43,1.12,31,6
19,40,43,1.213,31,7
16,28,27,1.122,48,5
14,56,32,1.005,46,8
14,112,38,1.13,36,4
14,26,45,1.205,29,3
14,40,58,1.177,19,5
13,35,53,1.086,26,6
12,30,56,1.098,18,5
13,18,55,1.128,21,6
13,17,49,1.09,24,8
12,18,44,1.101,22,8
11,27,34,1.125,26,5
11,21,44,1.754,17,11
12,15,49,1.12,12,12
10,12,45,1.086,13,12
10,22,43,1.094,18,7
10,30,35,1.13,23,5
12,24,35,1.094,19,6
11,43,20,1.039,32,4
10,57,23,1.059,31,2
9,30,25,1.073,29,2
9,13,21,1.03,36,2
9,49,28,1.042,35,4
8,28,29,1.09,35,5
7,53,38,1.132,23,13
6,32,38,1.18,23,13
8,38,29,1.048,45,9
8,80,30,1.023,39,10
9,31,28,1.085,44,4
11,44,41,1.267,27,6
12,37,54,1.168,22,13
10,38,58,1.183,14,13
11,30,55,1.134,20,7
11,16,51,1.147,20,6
10,13,51,1.2,21,6
15,47,46,1.224,23,3
16,44,44,1.286,46,3
16,37,39,1.336,21,2
14,21,35,1.243,20,3
14,20,36,1.215,27,2
13,21,31,1.209,21,2
15,40,33,1.139,18,2
14,70,28,1.163,20,2
13,40,27,1.192,19,2
17,58,30,1.191,46,2
19,55,27,1.145,26,7
16,45,29,1.133,35,5
14,58,18,1.021,48,2
13,27,11,0.969,59,2
12,39,12,0.95,60,2
12,45,14,0.973,46,2
11,88,15,1.094,60,2
11,34,18,1.019,41,4
10,56,19,1.1,30,1
13,48,38,1.203,14,2
13,42,46,1.137,10,4
13,32,42,1.145,11,3
13,17,40,1.112,8,5
11,34,32,1.137,7,1
12,14,34,1.131,9,1
13,42,39,1.324,11,5
12,28,38,1.163,9,8
11,28,37,1.129,9,9
10,27,29,1.06,17,10
10,27,26,1.077,16,7
10,27,27,1.071,15,6
11,39,25,1.086,11,6
11,29,26,1.079,16,4
11,29,20,1.058,21,5
10,29,22,1.041,28,10
10,37,18,0.975,40,5
10,97,14,0.987,60,3
10,71,21,1.131,36,2
8,43,15,0.991,43,2
8,49,13,0.977,44,3
8,66,11,0.963,41,2
8,25,15,0.963,31,3
9,36,20,0.975,38,3
9,35,24,0.998,31,3
9,17,25,1.043,21,2
9,21,32,1.026,21,4
9,23,41,1.051,13,8
9,45,34,1.033,15,6
8,15,32,1.102,14,4
9,17,28,1.081,16,4
9,23.18181818,16,1.054,17,3
9,20,15,1.05,16,2
8,23,19,1.036,13,3
7,23,20,1.065,44,3
8,29,20,1.02,18,4
8,22,20,1.04,18,5
8,25,19,1.025,18,5
7,17,18,0.963,26,6
8,44,19,1.007,27,6
7,56,9,0.95,46,2
6,42,14,0.961,46,7
6,45,20,0.968,50,13
6,69,9,0.969,58,3
6,24,8,0.985,55,3
6,32,10,0.988,52,2
7,38.54545455,22,1.053,58,15
6,51,27,1.023,36,21
7,28,23,1.01,49,14
6,43,15,0.984,55,7
5,22,20,0.998,48,15
5,12,14,0.985,55,5
6,31,15,1.01,50,4
6,13,20,1.007,52,3
7,16,22,1.041,34,2
7,56,28,1.069,22,2
7,43,34,1.109,18,4
6,24,37,1.1,23,5
7,31,35,1.091,15,8
8,19,36,1.041,17,15
9,14,39,1.132,13,24
9,13,39,1.134,17,18
10,17,34,1.158,19,11
10,15,32,1.23,20,8
10,16,32,1.169,20,5
11,14,30,1.191,16,5
15,69,29,1.21,24,3
15,37,32,1.217,20,6
14,21,33,1.152,21,11
14,17,28,1.139,28,9
14,29,29,1.105,40,6
13,37,30,1.131,49,4
12,25,30,1.19,49,4
12,36,36,1.152,52,7
12,33,36,1.145,53,13
13,29,36,1.09,62,13
14,35,32,1.129,70,11
13,43,39,1.137,61,15
13,33.09090909,42,1.129,41,6
12,16,42,1.18,41,6
14,20,44,1.153,20,2
14,33,40,1.209,18,2
12,56,26,1.157,24,3
10,38,23,1.203,35,3
9,38,20,1.725,35,4
10,37,31,1.187,27,3
12,45,36,1.183,21,3
13,28,34,1.152,22,3
16,48,38,1.186,20,3
16,50,37,1.198,25,3
17,38,33,1.19,27,4
18,22,30,1.122,35,4
18,27,30,1.107,54,3
18,46,27,1.171,61,3
15,36,18,1.136,57,3
14,22,13,1.125,59,2
14,24,11,1.093,53,2
14,33,9,1.093,58,2
13,25,9,1.051,55,2
12,38,10,1.088,66,2
11,43,11,1.077,62,3
11,33,16,1.084,47,2
10,26,16,1.098,50,2
12,36,18,1.106,35,4
11,94,20,1.163,29,2
9,30,15,1.161,35,2
8,33,22,1.169,27,2
8,31.5,10,1.17,28,2
9,10,8,1.134,29,3
10,16,5,1.138,36,2
10,31.22727273,7,1.085,30,3
8,9,7,1.056,32,3
7,28,6,1.064,33,4
7,14,4,1.051,42,3
7,21,5,1.083,46,3
8,57,16,1.055,34,2
7,45,20,1.07,33,2
7,52,19,1.093,36,2
5,50,21,1.104,32,2
6,60,20,1.195,26,2
8,56,30,1.246,18,1
7,38,24,1.173,26,1
7,18,22,1.187,27,2
7,26,21,1.183,30,2
8,18,24,1.222,29,1
7,18,24,1.206,25,2
7,23,27,1.254,27,1
8,21,26,1.246,26,2
8,44,26,1.232,24,3
7,45,31,1.29,20,1
6,20,21,1.26,25,1
8,24,19,1.236,32,2
8,41,12,1.794,34,2
10,11,10,1.159,40,1
10,45,10,1.206,43,1
9,26,11,1.191,33,2
9,12,8,1.154,37,1
9,22,9,1.118,38,1
9,58,14,1.131,39,2
8,50,21,1.197,31,2
8,34,31,1.158,20,1
8,22,30,1.149,25,1
9,43,22,1.146,34,1
9,24,21,1.103,43,1
10,14,15,1.089,51,1
11,50,15,1.08,62,1
11,49,17,1.095,55,1
10,25,23,1.1,51,2
10,19,21,1.102,49,2
11,34,22,1.107,39,1
11,28,24,1.122,30,2
12,46,28,1.167,25,1
12,51,31,1.194,23,2
12,49,32,1.205,21,2
12,27,29,1.204,24,1
14,35,21,1.169,19,2
12,39,12,1.215,33,1
12,31,15,1.261,28,1
12,20,9,1.213,34,1
12,33,19,1.204,22,1
14,59,30,1.172,19,1
12,25,16,1.203,25,1
12,36,18,1.161,29,1
11,34,17,1.182,29,1
11,37,20,1.205,30,1
12,36,22,1.181,31,2
14,51,23,1.182,42,3
11,24,19,1.144,52,2
11,32,15,1.11,62,1
11,40,15,1.129,65,2
9,18,12,1.092,64,1
9,42,12,1.114,69,2
10,19,17,1.127,64,2
10,31,27,1.165,55,2
10,32,38,1.202,38,2
12,21,40,1.172,24,2
13,30,42,1.231,20,2
11,53,44,1.249,14,9
12,40,49,1.283,14,15
12,31,43,1.326,15,9
13,35,34,1.619,25,2
14,27,30,1.318,24,3
16,33,38,1.277,18,7
16,38,37,1.285,19,8
19,45,38,1.273,19,5
21,37,39,1.241,18,3
25,61,38,1.302,18,5
25,76,38,1.379,28,5
27,64,46,1.345,27,4
27,79,50,1.322,26,6
28,49,50,1.339,37,7
27,52,51,1.327,56,5
32,111,57,1.335,64,9
34,55,50,1.31,82,13
34,66,37,1.285,142,13
32,53,32,1.318,169,11
30,31,44,1.309,143,25
30,68,52,1.297,116,28
39,71,51,1.363,150,13
43,117,62,1.353,142,16
58,81,49,1.363,149,19
50,89,45,1.447,144,15
51,56,82,1.401,72,13
50,74,85,1.451,40,11
47,73.9,67,1.462,46,10
48,64,65,1.419,36,10
54,55,51,1.412,43,9
50,69.71818182,48,1.441,49,10
47,67,43,1.406,46,11
39,65,50,1.429,29,8
34,65,51,1.399,28,8
40,80,59,1.423,26,12
35,78,64,1.383,32,23
53,72,69,1.472,99,44
67,109,55,1.548,175,42
60,97,35,1.493,206,39
68,102,33,1.472,251,41
67,108,27,1.46,274,41
73,122,24,1.509,305,36
74,146,28,1.478,303,29
68,145,40,1.572,272,25
58,118,47,1.547,206,16
53,88,71,1.56,135,18
32,88,48,1.472,69,10
36,41,49,1.437,79,13
34,47,43,1.425,68,9
30,76,41,1.407,54,11
26,48,46,1.457,29,15
28,37,67,1.918,15,19
30,34,77,1.494,11,23
33,47,77,1.422,12,26
34,49.22222222,60,1.397,23,17
35,51.02222222,28,1.393,47,11
36,44,30,1.404,35,11
36,48,34,1.402,37,9
37,57.74949495,46,1.351,39,9
40,62,47,1.381,54,13
42,65,47,1.363,69,17
46,64,33,1.392,108,16
45,113,27,1.372,131,13
41,58,23,1.386,133,9
49,84,24,1.413,188,12
43,104,21,1.387,175,13
36,112,20,1.389,139,10
31,80,16,1.361,107,6
31,47,16,1.379,105,6
30,45,23,1.366,85,6
37,43,28,1.396,98,7
39,60,25,1.442,107,7
40,61,22,1.439,109,9
35,56,13,1.368,110,7
27,38,9,1.306,88,4
26,38,7,1.299,99,4
26,49.33333333,9,1.305,88,6
23,50.38888889,10,1.292,72,5
21,48.78703704,7,1.249,78,5
21,46.75154321,9,1.228,65,5
20,45.21013374,6,1.223,56,3
20,46.4118227,11,1.24,45,4
21,47.81379315,16,1.239,34,5
24,47.56053646,21,1.283,45,5
25,47.08914438,34,1.311,36,3
18,46.80616227,22,1.251,37,5
17,51.8416561,17,1.235,51,4
18,52.78901644,17,1.235,58,4
17,53.70004412,12,1.237,69,7
16,63.47331997,12,1.216,65,3
15,68.74437148,12,1.216,66,4
15,82,17,1.22,62,5
16,70.65484081,32,1.228,47,5
17,70.03287207,44,1.258,42,8
16,126,37,1.226,42,7
16,95,30,1.218,48,3
18,72,21,1.254,64,3
21,41,23,1.341,75,1
23,45,45,1.409,49,1
24,47,40,1.785,47,1
23,45,43,1.422,45,1
23,51,47,1.43,31,2
25,70,60,1.469,21,2
24,60,59,1.446,20,2
26,80,57,1.494,18,2
24,81,44,1.508,18,3
21,74,42,1.442,25,5
16,49,35,1.326,28,4
16,38,23,1.375,52,1
17,68,38,1.376,37,10
15,39,33,1.308,50,11
16,21,30,1.316,62,7
16,37,31,1.34,66,5
15,40,45,1.365,47,42
16,39,26,1.295,97,11
16,51,48,1.318,60,13
19,56,61,1.382,56,5
15,39,50,1.308,33,5
12,39,47,1.355,21,4
12,42,34,1.263,26,5
12,36,43,1.289,18,9
